Report,Province / area,Local government unit,Row type,Source locator,Population 2024,Barangays (as annexed),Barangays with a first-contact facility (as annexed),Barangays without a first-contact facility (as annexed),Rural health units (as annexed),Barangay health stations,Hospitals,Licensed beds,FIC %,FBD %,TB CNR,TB detection %,PhilPEN %,Stunting %,Population per RHU as printed,LIVE  Population per RHU,LIVE  Variance vs printed,LIVE  RHUs implied at the catchment standard (nearest),LIVE  RHU shortfall (nearest),LIVE  Above the catchment standard,LIVE  Barangays with a facility,LIVE  Barangay coverage share,"LIVE  Beds per 1,000 residents",Basis and caveat,LIVE  RHUs implied (rounded up),LIVE  RHU shortfall (rounded up),municipality_key,province_key,centroid_lat,centroid_lon,psgc_code,network_id,coordinate_precision,pathway_condition,pathway_condition_reason,pathway_counting_metric,pathway_condition_caveat,first_contact_nodes,unserved_barangays,first_contact_answer,nearest_referral_id,nearest_referral_lgu,nearest_referral_report,nearest_referral_distance_km,referral_answer,payment_answer,record_answer,referral_completion_answer
LDS,Lanao del Sur,Mulondo,LGU,LDS · ANNEX A · §A · p. 49,23159,26,,25.0,1,1,0.0,,80.8,87.2,120.3,19.0,0.6,2.2,23159.0,23159.0,0.0,1,0,Yes,1,0.03846153846,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",2,1,MULONDO,LANAODELSUR,7.912891603500043,124.3623982409944,1903619000.0,LDS::MULONDO,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 0.6% against the regional monitoring target of 25%.,0.6% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",2,25.0,"The current records show 2 places for a resident's first health visit: 1 Rural Health Unit and 1 Barangay Health Station. 25 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::TAMPARAN,Tamparan,LDS,5.6,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Tamparan, about 5.6 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Kapai,LGU,LDS · ANNEX A · §A · p. 49,21630,20,,18.0,1,2,0.0,,81.5,85.8,74.4,11.8,3.2,2.3,21630.0,21630.0,0.0,1,0,Yes,2,0.1,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",2,1,KAPAI,LANAODELSUR,8.068477570000056,124.36230172643424,1903610000.0,LDS::KAPAI,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 3.2% against the regional monitoring target of 25%.,3.2% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",3,18.0,"The current records show 3 places for a resident's first health visit: 1 Rural Health Unit and 2 Barangay Health Stations. 18 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::MARAWICITY,Marawi City,LDS,11.0,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Marawi City, about 11.0 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Lumbayanague,LGU,LDS · ANNEX A · §A · p. 49,21469,22,,22.0,1,0,0.0,,89.8,94.4,134.1,21.2,3.7,0.0,21469.0,21469.0,0.0,1,0,Yes,0,0.0,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",2,1,LUMBAYANAGUE,LANAODELSUR,7.768293339500048,124.27717231212952,1903636000.0,LDS::LUMBAYANAGUE,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 3.7% against the regional monitoring target of 25%.,3.7% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",1,22.0,"The current records show 1 place for a resident's first health visit: 1 Rural Health Unit and 0 Barangay Health Stations. 22 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::TAMPARAN,Tamparan,LDS,13.1,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Tamparan, about 13.1 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Picong,LGU,LDS · ANNEX A · §A · p. 49,19296,19,,16.0,1,3,0.0,,107.3,75.2,428.1,67.7,9.4,4.0,19296.0,19296.0,0.0,1,0,No,3,0.1578947368,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",1,0,PICONG,LANAODELSUR,7.694182204000043,123.97230050574473,1903635000.0,LDS::PICONG,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 9.4% against the regional monitoring target of 25%.,9.4% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",4,16.0,"The current records show 4 places for a resident's first health visit: 1 Rural Health Unit and 3 Barangay Health Stations. 16 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::MALABANG,Malabang,LDS,11.3,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Malabang, about 11.3 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Pualas,LGU,LDS · ANNEX A · §A · p. 49,18020,23,,23.0,1,0,0.0,,84.1,28.6,95.6,15.1,1.3,0.0,18020.0,18020.0,0.0,1,0,No,0,0.0,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",1,0,PUALAS,LANAODELSUR,7.801925524500035,124.04470958470463,1903623000.0,LDS::PUALAS,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 1.3% against the regional monitoring target of 25%.,1.3% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",1,23.0,"The current records show 1 place for a resident's first health visit: 1 Rural Health Unit and 0 Barangay Health Stations. 23 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::BINIDAYAN,Binidayan,LDS,12.2,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Binidayan, about 12.2 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Calanogas,LGU,LDS · ANNEX A · §A · p. 49,17585,17,,15.0,1,2,0.0,,100.0,88.9,338.5,53.6,6.2,8.1,17585.0,17585.0,0.0,1,0,No,2,0.1176470588,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",1,0,CALANOGAS,LANAODELSUR,7.709135015000044,124.08653827412604,1903632000.0,LDS::CALANOGAS,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 6.2% against the regional monitoring target of 25%.,6.2% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",3,15.0,"The current records show 3 places for a resident's first health visit: 1 Rural Health Unit and 2 Barangay Health Stations. 15 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::MALABANG,Malabang,LDS,7.1,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Malabang, about 7.1 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Tubaran,LGU,LDS · ANNEX A · §A · p. 49,17567,21,,21.0,1,0,0.0,,89.0,100.0,77.4,12.3,34.7,7.0,17567.0,17567.0,0.0,1,0,No,0,0.0,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",1,0,TUBARAN,LANAODELSUR,7.732790153500048,124.16989648865582,1903628000.0,LDS::TUBARAN,Municipality representative point,presumptive tuberculosis,TB detection is 12.3% against the two-year monitoring target of 40%.,12.3% TB detection ratio,"TB detection is derived from notifications against expected incidence, not a complete case register.",1,21.0,"The current records show 1 place for a resident's first health visit: 1 Rural Health Unit and 0 Barangay Health Stations. 21 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::BINIDAYAN,Binidayan,LDS,7.1,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Binidayan, about 7.1 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Pagayawan,LGU,LDS · ANNEX A · §A · p. 49,15659,18,,18.0,1,0,0.0,,113.9,0.0,66.8,10.6,8.3,0.4,15659.0,15659.0,0.0,1,0,No,0,0.0,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",1,0,PAGAYAWAN,LANAODELSUR,7.744581083000043,124.11854457410196,1903620000.0,LDS::PAGAYAWAN,Municipality representative point,pregnancy or delivery care,"Facility-based delivery is 0.0%, so birth-place access remains part of the patient pathway model.",0.0% facility-based delivery,"FBD is a service-coverage signal, not a clinical risk diagnosis.",1,18.0,"The current records show 1 place for a resident's first health visit: 1 Rural Health Unit and 0 Barangay Health Stations. 18 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::BINIDAYAN,Binidayan,LDS,6.8,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Binidayan, about 6.8 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Amai Manabilang,LGU,LDS · ANNEX A · §A · p. 49,14837,17,,16.0,1,1,0.0,,56.2,96.7,42.2,6.7,9.9,1.3,14837.0,14837.0,0.0,1,0,No,1,0.05882352941,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",1,0,AMAIMANABILANG,LANAODELSUR,7.7854607,124.6821593,,LDS::AMAIMANABILANG,Public geocoder representative point,presumptive tuberculosis,TB detection is 6.7% against the two-year monitoring target of 40%.,6.7% TB detection ratio,"TB detection is derived from notifications against expected incidence, not a complete case register.",2,16.0,"The current records show 2 places for a resident's first health visit: 1 Rural Health Unit and 1 Barangay Health Station. 16 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::WAO,Wao,LDS,16.3,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Wao, about 16.3 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Sultan Dumalondong,LGU,LDS · ANNEX A · §A · p. 49,12984,7,,7.0,1,0,0.0,,61.1,52.7,46.6,7.4,11.5,14.2,12984.0,12984.0,0.0,1,0,No,0,0.0,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",1,0,SULTANDUMALONDONG,LANAODELSUR,7.716556052500067,124.25153179409646,1903640000.0,LDS::SULTANDUMALONDONG,Municipality representative point,presumptive tuberculosis,TB detection is 7.4% against the two-year monitoring target of 40%.,7.4% TB detection ratio,"TB detection is derived from notifications against expected incidence, not a complete case register.",1,7.0,"The current records show 1 place for a resident's first health visit: 1 Rural Health Unit and 0 Barangay Health Stations. 7 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::BINIDAYAN,Binidayan,LDS,13.7,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Binidayan, about 13.7 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Tagoloan II,LGU,LDS · ANNEX A · §A · p. 49,12843,19,,19.0,1,0,0.0,,88.1,86.1,31.4,4.9,2.6,5.8,12843.0,12843.0,0.0,1,0,No,0,0.0,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",1,0,TAGOLOANII,LANAODELSUR,8.099091628000053,124.46606634931852,1903638000.0,LDS::TAGOLOANII,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 2.6% against the regional monitoring target of 25%.,2.6% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",1,19.0,"The current records show 1 place for a resident's first health visit: 1 Rural Health Unit and 0 Barangay Health Stations. 19 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::MARAWICITY,Marawi City,LDS,22.5,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Marawi City, about 22.5 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Lumbaca-Unayan,LGU,LDS · ANNEX A · §A · p. 49,8768,9,,9.0,1,0,0.0,,70.2,46.6,24.2,3.8,0.1,6.2,8768.0,8768.0,0.0,0,0,No,0,0.0,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",1,0,LUMBACAUNAYAN,LANAODELSUR,7.7294994020000445,124.21284707202452,1903641000.0,LDS::LUMBACAUNAYAN,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 0.1% against the regional monitoring target of 25%.,0.1% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",1,9.0,"The current records show 1 place for a resident's first health visit: 1 Rural Health Unit and 0 Barangay Health Stations. 9 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::BINIDAYAN,Binidayan,LDS,9.6,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Binidayan, about 9.6 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDN,Maguindanao del Norte,Datu Odin Sinsuat,LGU,MDN · ANNEX A · §A · p. 41,152907,34,,1.0,1,33,2.0,100.0,56.3,69.2,204.4,32.7,0.87,1.77,152907.0,152907.0,0.0,8,7,Yes,33,0.9705882353,0.653992296,'Without a facility' = barangays with no registered barangay health station. Cotabato City is shown for reference and is not a component LGU of the province.,8,7,DATUODINSINSUAT,MAGUINDANAODELNORTE,7.080536590000037,124.29194107332825,1908705000.0,MDN::DATUODINSINSUAT,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 0.9% against the regional monitoring target of 25%.,0.9% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",34,1.0,"The current records show 34 places for a resident's first health visit: 1 Rural Health Unit and 33 Barangay Health Stations. One barangay has no facility matched to it in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDN::DATUODINSINSUAT,Datu Odin Sinsuat,MDN,0.0,"If the case needs inpatient care, the municipal row records a local hospital or inpatient receiving point. This does not confirm licensure, referral protocol, or actual admission.","The province has accredited institutions, but Konsulta/YAKAP and claims use are not disaggregated to the LGU pathway in the workbook.","FHSIS is the strongest among the four areas but still incomplete: 7 of 11 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDN,Maguindanao del Norte,Sultan Kudarat,LGU,MDN · ANNEX A · §A · p. 41,124965,39,,9.0,1,30,1.0,200.0,71.4,70.7,163.3,26.1,4.85,1.24,124965.0,124965.0,0.0,6,5,Yes,30,0.7692307692,1.600448125,'Without a facility' = barangays with no registered barangay health station. Cotabato City is shown for reference and is not a component LGU of the province.,7,6,SULTANKUDARAT,MAGUINDANAODELNORTE,7.2630164675000515,124.30771481724696,1908710000.0,MDN::SULTANKUDARAT,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 4.8% against the regional monitoring target of 25%.,4.8% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",31,9.0,"The current records show 31 places for a resident's first health visit: 1 Rural Health Unit and 30 Barangay Health Stations. 9 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDN::SULTANKUDARAT,Sultan Kudarat,MDN,0.0,"If the case needs inpatient care, the municipal row records a local hospital or inpatient receiving point. This does not confirm licensure, referral protocol, or actual admission.","The province has accredited institutions, but Konsulta/YAKAP and claims use are not disaggregated to the LGU pathway in the workbook.","FHSIS is the strongest among the four areas but still incomplete: 7 of 11 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDN,Maguindanao del Norte,Parang,LGU,MDN · ANNEX A · §A · p. 41,123209,25,,2.0,1,24,2.0,35.0,51.7,76.4,189.4,30.3,2.48,5.66,123209.0,123209.0,0.0,6,5,Yes,23,0.92,0.2840701572,'Without a facility' = barangays with no registered barangay health station. Cotabato City is shown for reference and is not a component LGU of the province.,7,6,PARANG,MAGUINDANAODELNORTE,7.391418397500075,124.26966755957,1908709000.0,MDN::PARANG,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 2.5% against the regional monitoring target of 25%.,2.5% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",25,2.0,"The current records show 25 places for a resident's first health visit: 1 Rural Health Unit and 24 Barangay Health Stations. 2 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDN::PARANG,Parang,MDN,0.0,"If the case needs inpatient care, the municipal row records a local hospital or inpatient receiving point. This does not confirm licensure, referral protocol, or actual admission.","The province has accredited institutions, but Konsulta/YAKAP and claims use are not disaggregated to the LGU pathway in the workbook.","FHSIS is the strongest among the four areas but still incomplete: 7 of 11 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDN,Maguindanao del Norte,Upi,LGU,MDN · ANNEX A · §A · p. 41,65363,23,,6.0,1,17,1.0,25.0,58.5,78.8,268.0,42.9,1.15,9.36,65363.0,65363.0,0.0,3,2,Yes,17,0.7391304348,0.3824793844,'Without a facility' = barangays with no registered barangay health station. Cotabato City is shown for reference and is not a component LGU of the province.,4,3,UPI,MAGUINDANAODELNORTE,6.928500567000043,124.09221791485336,1908713000.0,MDN::UPI,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 1.1% against the regional monitoring target of 25%.,1.1% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",18,6.0,"The current records show 18 places for a resident's first health visit: 1 Rural Health Unit and 17 Barangay Health Stations. 6 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDN::UPI,Upi,MDN,0.0,"If the case needs inpatient care, the municipal row records a local hospital or inpatient receiving point. This does not confirm licensure, referral protocol, or actual admission.","The province has accredited institutions, but Konsulta/YAKAP and claims use are not disaggregated to the LGU pathway in the workbook.","FHSIS is the strongest among the four areas but still incomplete: 7 of 11 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDN,Maguindanao del Norte,Buldon,LGU,MDN · ANNEX A · §A · p. 41,45676,15,,3.0,1,12,0.0,,42.2,35.9,95.8,15.3,1.24,5.94,45676.0,45676.0,0.0,2,1,Yes,12,0.8,,'Without a facility' = barangays with no registered barangay health station. Cotabato City is shown for reference and is not a component LGU of the province.,3,2,BULDON,MAGUINDANAODELNORTE,7.490405416000044,124.42591710977254,1908702000.0,MDN::BULDON,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 1.2% against the regional monitoring target of 25%.,1.2% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",13,3.0,"The current records show 13 places for a resident's first health visit: 1 Rural Health Unit and 12 Barangay Health Stations. 3 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDN::PARANG,Parang,MDN,20.4,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Parang, about 20.4 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","The province has accredited institutions, but Konsulta/YAKAP and claims use are not disaggregated to the LGU pathway in the workbook.","FHSIS is the strongest among the four areas but still incomplete: 7 of 11 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDN,Maguindanao del Norte,Barira,LGU,MDN · ANNEX A · §A · p. 41,43301,14,,2.0,1,13,0.0,,56.9,34.2,109.8,17.6,2.8,10.25,43301.0,43301.0,0.0,2,1,Yes,12,0.8571428571,,'Without a facility' = barangays with no registered barangay health station. Cotabato City is shown for reference and is not a component LGU of the province.,3,2,BARIRA,MAGUINDANAODELNORTE,7.489853350500027,124.32273507582784,1908701000.0,MDN::BARIRA,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 2.8% against the regional monitoring target of 25%.,2.8% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",14,2.0,"The current records show 14 places for a resident's first health visit: 1 Rural Health Unit and 13 Barangay Health Stations. 2 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDN::PARANG,Parang,MDN,12.4,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Parang, about 12.4 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","The province has accredited institutions, but Konsulta/YAKAP and claims use are not disaggregated to the LGU pathway in the workbook.","FHSIS is the strongest among the four areas but still incomplete: 7 of 11 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
